PROTEIN_U,PROTEIN_V,PUBMED
YGR083C,YHL015W,31062022
YJL138C,YPL240C,31399574
YML051W,YPL248C,10966808
YHR143W,YPL248C,17919657
YEL050C,YML024W,31062022
YDR485C,YGR002C,14690608
YBR169C,YDR263C,19536198
YER165W,YMR229C,14759368
YDR308C,YOR174W,12468546
YCR077C,YDL160C,30648970
YLL010C,YOR043W,11283351
YCL040W,YFL034C,11805837
YKL188C,YPL048W,23831759
YKL061W,YOR324C,22875988
YBR017C,YML085C,16429126
YAR007C,YDR097C,11805826
YDR207C,YOR351C,16319894
YGR090W,YJL034W,19536198
YJR103W,YPL240C,19536198
YGL233W,YPR055W,7615633
YER110C,YOR207C,30593915
YLR344W,YNL085W,31062022
YDL014W,YOL115W,32561742
YCR057C,YDR324C,29263326
YDR388W,YGL060W,19841731
YFL039C,YKL156W,31062022
YAL005C,YNL085W,26217697
YLR378C,YOR254C,11251072
YBL002W,YJR045C,25792736
YIR010W,YOR096W,21107429
YBR198C,YMR236W,21734642
YER172C,YGR091W,11720284
YOR310C,YPL217C,21558325
YKL128C,YPR088C,21765803
YJL115W,YPR133C,24824343
YBL039C,YGR124W,16554755
YML028W,YPL106C,16429126
YFR004W,YNL178W,31062022
YAL005C,YER022W,19536198
YJR070C,YNL007C,19536198
YMR303C,YOL094C,11805837
YBR289W,YOR290C,8127913
YBL050W,YBR097W,23904270
YER001W,YHR083W,14690591
YDR064W,YHR027C,31062022
YAL005C,YDL127W,23217712
YHR027C,YPL231W,18757749
YGR218W,YNL118C,26673895
YJL014W,YML061C,18511909
YOR261C,YPR108W,19446323
YER120W,YGR086C,11805826
YAL005C,YNL091W,26217697
YGR103W,YKR081C,16429126
YBL091C,YNL290W,11805837
YJR045C,YNL088W,19536198
YLL024C,YPL237W,19536198
YNL079C,YNL271C,24133141
YLL036C,YOR148C,25561498
YDL042C,YFR028C,20489023
YER090W,YNL178W,31062022
YDR221W,YJR035W,22875988
YKL145W,YPL081W,31062022
YIL074C,YLR200W,19536198
YBL002W,YNL246W,19172749
YHR193C,YNL002C,23945946
YDL043C,YGR250C,11805837
YBR088C,YLR032W,12226657
YEL017W,YPL031C,16319894
YDR405W,YHR091C,32877643
YDL145C,YLR078C,11970962
YHR027C,YHR200W,22237024
YGR092W,YMR205C,11805837
YLR432W,YLR432W,18467557
YER132C,YPL203W,20489023
YJR076C,YLR314C,16429126
YIL038C,YLR180W,11805826
YDR334W,YML041C,28499038
YBR195C,YPR018W,11731480
YGR059W,YHR023W,11489916
YDR106W,YPL174C,22535527
YMR263W,YPL139C,16286008
YBR160W,YER041W,15744308
YGL246C,YNL178W,12612077
YBR126C,YLL026W,27373154
YBR198C,YNL208W,21734642
YKL206C,YPL051W,11805837
YLL024C,YNL257C,22940862
YLR074C,YPL146C,23045392
YJL047C,YOL121C,31062022
YML007W,YMR308C,11274141
YGR109C,YPL153C,20538605
YLR295C,YML034W,11283351
YBR081C,YDR176W,9844640
YGR118W,YNL232W,33326748
YDL111C,YER068W,19707589
YDL134C,YOL040C,31062022
YBL072C,YER021W,31062022
YJR066W,YNL135C,12408816
YDR164C,YGR009C,16030256
YLR153C,YMR214W,19536198
YGL245W,YLR135W,16554755
YHR143W,YOR207C,21048197
YAL005C,YNR048W,22940862
YGR267C,YHR030C,11805837
YCL029C,YOR269W,12620184
YLR044C,YLR044C,8512926
YKL150W,YOR090C,28539364
YIL091C,YPL209C,16319894
YDR347W,YPL081W,31062022
YDR405W,YJL063C,32877643
YDR012W,YGL099W,23142978
YNL064C,YOR258W,19536198
YDR152W,YHR060W,18467557
YBL007C,YHR016C,14737190
YBR237W,YDL030W,34349264
YDR128W,YMR106C,11805837
YBR109C,YDR356W,9585415
YDL083C,YPR190C,28096404
YMR106C,YMR284W,29290466
YNL243W,YOR329C,12181333
YNL016W,YNL284C,32857852
YDR118W,YLR127C,15797379
YBR217W,YER110C,11805837
YFR036W,YKL022C,16275330
YGL213C,YOR076C,22114319
YKL116C,YNL209W,23332755
YGL112C,YMR005W,12582245
YER173W,YFL037W,11805837
YIL027C,YML012W,18467557
YLR090W,YPL249C,19536198
YAR002W,YLL024C,19536198
YBL103C,YHR099W,20489023
YIR010W,YLR321C,21107429
YCR021C,YCR021C,18467557
YIL149C,YPL124W,24500206
YDR174W,YMR044W,16554755
YHR027C,YLR320W,26849847
YDL130W,YLR320W,26849847
YHR206W,YHR206W,11967834
YDL047W,YDL229W,11805837
YLR029C,YML093W,29925570
YAL047C,YNL188W,10428957
YBR198C,YGR252W,9674426
YBR067C,YPR138C,11283351
YBR095C,YDR207C,16314178
YNL209W,YPL081W,23332755
YLR201C,YLR264W,28539364
YBL064C,YBL064C,26159064
YDR118W,YDR118W,15060174
YDR320C,YGL150C,19536198
YMR229C,YOL077C,16554755
YLR293C,YOL094C,34646016
YDR382W,YOR061W,21755460
YJR109C,YPL204W,21460040
YGL179C,YLR276C,16319894
YKR081C,YLR449W,11805826
YDR372C,YDR483W,22889169
YLR246W,YOL110W,12379641
YJL081C,YPL129W,12052880
YDR473C,YLR438C,14759368
YDR174W,YLR455W,16554755
YDR334W,YGR002C,16299513
YHR170W,YLR009W,22689654
YBL027W,YPL081W,31062022
YKL156W,YNL236W,31062022
YKL054C,YPR072W,29180430
YAL043C,YDR301W,19188448
YJL072C,YPR019W,31728581
YDR432W,YER112W,20108977
YDR449C,YNL209W,16429126
YAL019W,YAL019W,20075079
YCR084C,YOL004W,11805826
YLL043W,YNL155W,24121501
YCR021C,YPL189W,16093310
YKL144C,YOR207C,14759368
YER146W,YER172C,10449419
YFL037W,YML024W,31062022
YMR205C,YPL240C,31399574
YKR016W,YLR253W,21944719
YNL178W,YOR112W,31062022
YDR012W,YLR304C,29651044
YLR337C,YOR181W,10512884
YER151C,YHL033C,20508643
YAL032C,YGR278W,11805826
YDR064W,YPR137W,16429126
YDR239C,YDR388W,14737190
YER114C,YIR039C,10688190
YMR022W,YNR053C,14690591
YDL074C,YGL058W,29637554
YDR477W,YPL146C,16319894
YDL087C,YGR013W,10504710
YDR145W,YNL236W,16429126
YGL192W,YJR074W,30249596
YEL060C,YLL024C,19536198
YCL028W,YNL007C,18332119
YER157W,YGR120C,11733049
YEL030W,YER173W,19536198
YDR036C,YNL306W,11805826
YLR449W,YNL178W,31062022
YDL168W,YPL106C,19536198
YMR033W,YOR207C,30593915
YJL033W,YKL213C,26349035
YLR025W,YPL084W,27074665
YBR181C,YER177W,31062022
YBR245C,YOL121C,31062022
YAL005C,YOR191W,19536198
YLR422W,YNL287W,22940862
YDL116W,YGL100W,11805837
YGL120C,YLL036C,31558568
YER062C,YER171W,16554755
YLR025W,YMR053C,22875988
YJL176C,YOR290C,20190278
YCR072C,YHR052W,12374754
YLR344W,YOR374W,31062022
YBR207W,YLR330W,28183979
YDR151C,YDR178W,22152479
YBL078C,YLL040C,23904270
YDR295C,YEL043W,22875988
YER176W,YNL016W,32857852
YDL140C,YIL021W,18077427
YBL074C,YER029C,16429126
YOR001W,YPL169C,27863241
YAL038W,YKR095W,24152732
YGL123W,YOL038W,31062022
YKL197C,YNL329C,30097517
YDR189W,YLR026C,16554755
YER133W,YJR007W,20489023
YCR095C,YGR218W,26673895
YBR034C,YLR192C,22997150
YDR359C,YFL024C,24843044
YCL024W,YJL187C,12773812
YCR086W,YIR010W,25213378
YOR206W,YOR272W,26642313
YKL006W,YMR116C,31062022
YLR219W,YOR181W,21035341
YDR295C,YNL154C,16319894
YIL021W,YIL021W,34543624
YIL105C,YJL095W,20489023
YBR227C,YLR384C,19536198
YFR013W,YNL209W,23332755
YOL054W,YPL258C,11805837
YER038C,YHR154W,26439300
YBL045C,YGR112W,20876281
YMR240C,YPR101W,11884590
YDR007W,YNL154C,16319894
YGL126W,YKL039W,33033181
YBL024W,YOR293W,31062022
YHR033W,YJR017C,11805837
YMR223W,YPL047W,31969703
YHL033C,YJL164C,16319894
YGL093W,YLR423C,22875988
YOL127W,YOR259C,31062022
YHR064C,YKL010C,19536198
YGL195W,YIL106W,20489023
YHR041C,YPR088C,21765803
YKL145W,YMR264W,17264153
YJR118C,YOR204W,22940862
YBL072C,YMR242C,31062022
YJL095W,YLL021W,21118957
YJR091C,YOL072W,11283351
YLR233C,YPR182W,26365526
YDR334W,YNL107W,24034246
YDR009W,YML051W,16219783
YBL072C,YER151C,31062022
YML014W,YNR046W,18657261
YLR347C,YOR001W,16554755
YER002W,YLR441C,31062022
YDR142C,YHR160C,27823812
YGR252W,YJL098W,21734642
YDL140C,YER081W,33226341
YHR001W,YJL019W,30417519
YCR059C,YFL039C,34096057
YAL011W,YDL064W,23712011
YLR345W,YNL007C,19536198
YDL160C,YGL030W,26392412
YEL055C,YGR218W,26673895
YDR365C,YJL109C,16429126
YCR028C,YKL117W,21777812
YDR138W,YNL139C,14759368
YLL024C,YOL017W,19536198
YBL101C,YER125W,18953286
YJL102W,YNL007C,19536198
YDR457W,YLR295C,27552055
YBR250W,YHR083W,14690591
YKL052C,YNR031C,21460040
YDR238C,YER122C,16554755
YDL061C,YFR034C,14660704
YHL044W,YHR114W,11283351
YEL015W,YLR363C,30275269
YGR214W,YHR072W,31062022
YJR068W,YNL178W,31062022
YLL016W,YPL269W,19841731
YIL124W,YNL131W,30463002
YCR002C,YGR155W,11805837
YDR300C,YPL240C,15766533
YDR162C,YKR048C,10767562
YLR448W,YOL139C,30065356
YDL058W,YHR064C,19536198
YJL143W,YJR045C,10393182
YAL032C,YBR017C,10688190
YER148W,YLR182W,12052880
YGL162W,YPL106C,19536198
YJL157C,YML088W,24389104
YDL025C,YPL240C,26804907
YMR047C,YMR235C,22008473
YKR068C,YOR115C,17027922
YDR211W,YGR083C,23263984
YJL109C,YOR004W,29263326
YBR122C,YFR024C,14737190
YHL023C,YIL021W,28043953
YDR101C,YMR308C,12374754
YCR044C,YDR502C,22940862
YDL145C,YDR238C,10921873
YBL072C,YCL059C,31062022
YDR362C,YDR480W,30593915
YDR135C,YNL209W,19536198
YCR035C,YPL012W,31662437
YIR010W,YOL144W,21107429
YAL005C,YBL016W,19536198
YCL037C,YPL178W,21558325
YPL016W,YPR190C,28096404
YDR515W,YKL054C,18467557
YBR253W,YNL236W,11805826
YCL009C,YDR190C,26831523
YLL013C,YPL240C,26804907
YNL209W,YPL010W,23332755
YGL150C,YPL129W,14645854
YFR001W,YGL123W,31062022
YML060W,YOL010W,11283351
YLR418C,YPR190C,28096404
YDL077C,YPL106C,29870720
YJR074W,YOR046C,30249596
YGR005C,YIL021W,22579255
YDL123W,YKR014C,28183979
YOL051W,YPL042C,16630888
YMR052W,YPL174C,22875988
YCL018W,YOL139C,11805837
YER081W,YHR085W,14690591
YDL007W,YER048C,19536198
YDL007W,YHR027C,14759368
YDR427W,YFR052W,16429126
YBR099C,YPL106C,19536198
YIL021W,YOL005C,10393904
YJR065C,YMR109W,12429847
YJR045C,YLL011W,11805837
YER172C,YLR424W,16429126
YHR165C,YIL061C,9630245
YIL035C,YOR061W,29938647
YIL144W,YMR117C,22875988
YDR224C,YDR362C,30593915
YMR053C,YPR049C,22875988
YBR055C,YNR011C,16554755
YDR262W,YPL106C,19536198
YDR214W,YGR240C,16429126
YGL019W,YOR061W,25631054
YDL055C,YIL070C,16429126
YFR002W,YMR153W,12496130
YGL212W,YNL263C,10688190
YLR074C,YOR063W,16429126
YDL077C,YMR064W,25026036
YNL009W,YPL106C,19536198
YGL167C,YLR026C,16107716
YNL016W,YPL169C,32857852
YBL002W,YBR080C,22199229
YOL070C,YPL158C,32737079
YCR031C,YNL189W,31062022
YDL239C,YOL083W,11283351
YGL189C,YOR293W,31062022
YJL106W,YOR239W,16319894
YGL200C,YMR307W,21680708
YAL005C,YDL128W,22940862
YFL002C,YGL135W,21825077
YDL075W,YLR357W,31062022
YDL029W,YMR108W,11805837
YDR188W,YNR054C,19536198
YDL075W,YLR439W,31062022
YCR031C,YER110C,31062022
YER120W,YLR324W,23237950
YDL160C,YNL302C,21712243
YGL016W,YOR098C,10525531
YAL034W,YJR112W,20819936
YDL005C,YLR383W,33301732
YAL056W,YJL164C,16924114
YDL116W,YHR036W,29439116
YGL238W,YNL189W,9857050
YHR036W,YLL023C,29439116
YFR004W,YOR007C,20170199
YCL010C,YDR028C,21734642
YBL072C,YBR247C,12150911
YLR031W,YLR254C,22875988
YKL028W,YLR185W,16554755
YIL126W,YJL190C,31062022
YBR127C,YOR270C,18662668
YDL232W,YGR172C,16093310
YBR010W,YNL231C,22199229
YBR181C,YGL122C,31062022
YFL034W,YPL110C,11805837
YDL218W,YFL047W,14690591
YDR028C,YHR005C,18261907
YDR060W,YPL211W,23209026
YGL187C,YJR045C,25792736
YER018C,YFR046C,22561346
YOR270C,YPR036W,10747882
YBR195C,YML102W,21256037
YGR142W,YJR127C,18719252
YER093C,YKL203C,12408816
YDR334W,YDR485C,20332092
YDR394W,YER171W,11805837
YGR187C,YKL157W,30876804
YBL099W,YGR262C,11805837
YPL079W,YPL146C,29176610
YBR088C,YCL040W,11805837
YDR318W,YGL060W,18286174
YCR031C,YIL133C,31062022
YJR045C,YOL077W,25792736
YDL140C,YDR342C,33226341
YDL171C,YLR113W,29738528
YHL015W,YIL053W,31062022
YBR247C,YGR214W,31062022
YBR194W,YPL131W,21386897
YBL022C,YOR293W,31062022
YBR245C,YOL069W,22875988
YLR216C,YPL240C,16554755
YGL064C,YJL190C,31062022
YDL147W,YDR363W,15117943
YDR432W,YHR186C,22043304
YGR218W,YJL053W,26673895
YDL134C,YLR079W,26356805
YBL017C,YEL030W,19536198
YDR337W,YLL024C,19536198
YNL005C,YOL127W,31062022
YDR432W,YPL106C,19536198
YHL015W,YML112W,31062022
YBL003C,YGR270W,19106085
YER162C,YOR257W,18160718
YBR081C,YGR184C,21734642
YIL106W,YLL026W,27373154
YDR404C,YGL070C,11805826
YDR088C,YLR433C,11290703
YGL151W,YPL129W,12052880
YNL207W,YPL081W,21835981
YDR148C,YFL002C,21825077
YHR186C,YKL193C,11805837
YEL055C,YKL073W,19536198
YAL055W,YGL153W,28552664
YMR108W,YPR190C,28096404
YBR009C,YMR091C,22199229
YDL229W,YKL035W,19536198
YHR027C,YHR068W,18757749
YCR042C,YGR274C,12052880
YAL005C,YAL038W,26217697
YCR028C,YLL006W,21825164
YKL012W,YMR125W,16429126
YCR002C,YHR107C,20489023
YBR010W,YGR252W,25106422
YLR191W,YNL214W,12876220
YGL092W,YKL057C,16429126
YDR365C,YMR116C,31062022
YGR054W,YJL109C,29263326
YCL059C,YDR457W,11027267
YHR200W,YJL111W,18757749
YGL014W,YOR276W,20705650
YGR104C,YOL051W,11383511
YLR157C,YPL240C,19536198
YER122C,YML012W,18283113
YGL246C,YOR048C,14681455
YDR381W,YPL001W,16554755
YER069W,YJR064W,19536198
YGR103W,YNR053C,27390266
YKL060C,YOR197W,30675380
YBR010W,YKL005C,17142463
YLR319C,YLR319C,9247651
YMR290C,YOR272W,30568249
YGR103W,YOR272W,20542003
YGL161C,YGL212W,15263065
YJL029C,YKR002W,11805826
YKL156W,YPR023C,31062022
YMR140W,YNL124W,14690591
YAL005C,YJL183W,22940862
YHR010W,YLR150W,15044472
YLL024C,YLR418C,19536198
YDL229W,YOL109W,19536198
YDR244W,YML042W,7628448
YIL075C,YLR441C,31062022
YNL082W,YPR154W,19841731
YBR010W,YFL016C,19536198
YLR196W,YOL077C,11805837
YDL145C,YDR238C,16429126
YJL034W,YKL117W,16554755
YDL115C,YOR151C,16429126
YJL006C,YOR369C,31062022
YGR175C,YLL026W,27373154
YJL110C,YNL229C,17507672
YGR214W,YOR341W,31062022
YBL003C,YGR270W,22199229
YGR214W,YGR240C,16429126
YGR180C,YOR229W,18719252
YHL015W,YHL034C,31062022
YML123C,YOR254C,16093310
YKR002W,YNL222W,22235117
YDR229W,YGR218W,11283351
YDR480W,YGR040W,20489023
YDR171W,YOR073W,19536198
YPL122C,YPR056W,8657139
YCR077C,YMR186W,19536198
YLR003C,YLR409C,28600509
YDL075W,YMR263W,31062022
YHR086W,YPL213W,16618970
YEL047C,YNL155W,24121501
YDR320C,YPR078C,19536198
YKL010C,YPR190C,28096404
YBR196C,YDR436W,11805837
YOR158W,YPR125W,16476776
YNL209W,YPR110C,19536198
YLR293C,YOR215C,34646016
YDL140C,YKL139W,33431688
YGL013C,YOL040C,31062022
YNL330C,YNL330C,16314178
YER162C,YHR039C,16554755
YLR347C,YLR377C,11283351
YGR002C,YLL024C,19536198
YBR154C,YOR224C,17937913
YFL017W,YOR308C,21614000
YCR035C,YPR189W,31662437
YEL037C,YOL127W,31062022
YDL143W,YHR200W,18757749
YBL034C,YGL093W,29491436
YNL061W,YPL093W,11805826
YEL002C,YJL002C,16096346
YBR010W,YJL047C,24209620
YDR171W,YLR291C,11805837
YDL075W,YGR285C,27669034
YFR004W,YNL079C,18757749
YBR010W,YBR049C,30888317
YCR093W,YDR376W,10688190
YGR128C,YMR093W,16429126
YML092C,YNL178W,32868373
YPL240C,YPR028W,31399574
YDR190C,YPL235W,25888478
YDR457W,YHR010W,27552055
YJR066W,YMR216C,20489023
YDL028C,YHR209W,16319894
YDL229W,YKR026C,11805837
YCR012W,YDR362C,30593915
YDL213C,YLR175W,11805837
YBR247C,YLR075W,12150911
YKR011C,YPL106C,19536198
YLR320W,YOL059W,26849847
YBR289W,YJL190C,31062022
YBR214W,YNL209W,19536198
YDR450W,YGR240C,31062022
YDL116W,YIL115C,25172955
YCR008W,YIL016W,21460040
YGL112C,YGR274C,21734642
YGL070C,YIL021W,11805826
YMR116C,YNL301C,16429126
YDL160C,YJL190C,26392412
YAR014C,YDR010C,19841731
YDR246W,YKR068C,11805826
YFR004W,YGL011C,22927375
YDR283C,YFR009W,10775272
Q0120,YLR382C,11142386
YAL005C,YKL052C,19536198
YDR168W,YFL029C,12111552
YDL213C,YNL112W,18467557
YDR334W,YGR002C,28068333
YDL148C,YPR144C,22431976
YBR228W,YGR024C,14690591
YDR450W,YIR001C,31062022
YBR143C,YDR172W,18463713
YGL123W,YJL176C,31062022
YIL070C,YPL159C,31532710
YGR078C,YML094W,22615397
YGL123W,YLR175W,31062022
YEL055C,YMR093W,16554755
YNL232W,YPL126W,33326748
YHR051W,YNL052W,23864706
YDR477W,YNL257C,8127709
YLR029C,YML024W,31062022
YER095W,YLL024C,19536198
YJR035W,YNL262W,29168508
YDR295C,YKL072W,22875988
YHR203C,YJL033W,16429126
YHR183W,YNL244C,11805837
YMR194W,YPL146C,29176610
YDR334W,YFL039C,14645854
YNL209W,YOL115W,23332755
YKR081C,YPR102C,12048200
YDL077C,YJR144W,25026036
YKR048C,YOR244W,19303850
YAL017W,YCL043C,16319894
YDL185W,YOR270C,11592965
YDL077C,YGL171W,25026036
YJL065C,YOR304W,23581908
YAR007C,YNL312W,28126821
YER041W,YKL152C,11805837
YGR054W,YMR128W,29263326
YDL147W,YOL038W,16429126
YHR066W,YLR175W,21558325
YBR106W,YNL098C,27905431
YML123C,YOR307C,16093310
YKL068W,YMR047C,29033133
YDL117W,YIL156W,19841731
YMR093W,YMR128W,29263326
YDL077C,YDL136W,25026036
YAL034W,YPR046W,14633972
YJR148W,YNL209W,16429126
YJL222W,YKL049C,21070971
YKL076C,YPL240C,19536198
YMR224C,YOR156C,26743002
YNL064C,YNR003C,19536198
YDL140C,YLR109W,33226341
YDR064W,YOL145C,31062022
YDR034C,YIL045W,11283351
YDR166C,YPR055W,11210526
YJR072C,YKL014C,15226434
YGL147C,YPR144C,29361028
YAL005C,YLR250W,19536198
YAL025C,YJL050W,26317469
YDR424C,YKR046C,21748599
YLR175W,YNL248C,21558325
YGL008C,YOL040C,31062022
YMR022W,YNL173C,14690591
YHR167W,YNL041C,18719252
YDR106W,YHR129C,10688190
YDR027C,YJL029C,11805826
YLR276C,YPL031C,16319894
YMR121C,YMR186W,19536198
YCL059C,YLR372W,29263326
YKL117W,YPL240C,18362168
YHL004W,YLR320W,26849847
YAL026C,YPL146C,11283351
YDR293C,YPR152C,21386897
YDR143C,YIL034C,21211726
YDL077C,YOR272W,25026036
YBL002W,YGL019W,22199229
YFR004W,YOR184W,20170199
YEL030W,YMR092C,19536198
YHR076W,YOR374W,28539364
YCR002C,YHR061C,24286829
YKL067W,YNL178W,16429126
YAL036C,YMR128W,29263326
YDR328C,YLR058C,16432255
YLR423C,YNL086W,22875988
YDR324C,YGR128C,25501974
YLR009W,YLR074C,23212245
YJR063W,YPR010C,23209026
YHR188C,YJL034W,11805837
YAL021C,YCR093W,16429126
YER118C,YMR065W,16093310
YLL024C,YPL076W,19536198
YER142C,YGR162W,11805837
YDR243C,YPL235W,11805826
YDR405W,YHL015W,31062022
YDL077C,YGL036W,25026036
YDR443C,YGL151W,26240385
YFL038C,YOR075W,18388317
YIL137C,YOL121C,27580715
YDR489W,YML069W,25342810
YDL100C,YDL100C,24727835
YJL002C,YOR011W,26220175
YMR022W,YPR121W,14690591
YCR086W,YDR439W,12689592
YLL026W,YOR270C,27373154
YDL229W,YDR145W,19536198
YBR010W,YJL012C,22199229
YDL014W,YDR225W,24352239
YBR010W,YDL229W,19536198
YDL112W,YKL182W,16429126
YBR175W,YPL138C,29444071
YHR174W,YPL201C,22940862
YAL005C,YNR032W,19536198
YDL229W,YPL110C,19536198
YDL175C,YLR441C,31062022
YDL140C,YJR072C,33226341
YMR102C,YPL240C,26804907
YIL042C,YJR045C,25792736
YBR142W,YGL135W,16429126
YAL005C,YBR160W,25452130
YBR164C,YLR309C,12620188
YEL030W,YFR031C,19536198
YBR192W,YLR312W,32877643
YGR238C,YJL179W,19536198
YBR231C,YLR399C,28068333
YJR076C,YPL031C,16319894
YDR176W,YER148W,9753545
YFL037W,YNL178W,31062022
YAL024C,YHR158C,12498684
YDR416W,YGR129W,19617314
YDR330W,YNL209W,19536198
YER038C,YHR154W,31348879
YKL196C,YLR026C,21987636
YJL176C,YOR290C,8127913
YGR020C,YMR054W,11592965
YKL088W,YKR032W,14690591
YJL092W,YOR160W,15964827
YGL030W,YGR232W,19412159
YJR016C,YPL240C,31399574
YLR002C,YOR369C,31062022
YOL039W,YOL148C,21734642
YGL123W,YKL054C,31689955
YJL034W,YNR030W,18467557
YMR309C,YOL139C,29987188
YDR054C,YOL133W,32804080
YGR241C,YJL179W,22875988
YER172C,YHR165C,11290703
YML051W,YPL248C,9670023
YDR009W,YLL024C,19536198
YKL215C,YLR441C,31062022
YBL002W,YDR110W,17043313
YHR127W,YJL190C,31062022
YDR385W,YLR153C,16429126
YHR171W,YHR171W,21193819
YMR128W,YPL231W,29263326
YDR356W,YGR218W,18573877
YDL229W,YDR422C,19536198
YBR009C,YGL206C,22199229
YHL015W,YPR152C,21386897
YAL005C,YGL073W,31239354
YBL007C,YML075C,19841731
YBR097W,YBR128C,23904270
YBR109C,YDR356W,7925277
YLR332W,YNL259C,30733383
YNL098C,YOR101W,16554755
YNL209W,YOR080W,19536198
YHR140W,YMR279C,16093310
YBR081C,YER148W,12052880
YBR152W,YMR288W,16429126
YBL026W,YPR178W,16429126
YEL026W,YPR144C,29361028
YKL172W,YOR096W,31062022
YBR247C,YOR096W,29263326
YDL147W,YER012W,16429126
YKL172W,YOL121C,31062022
YGL029W,YKL172W,18467557
YAL005C,YHR168W,19536198
YER012W,YPR103W,10688190
YOR210W,YPR190C,16554755
YDR139C,YER125W,16606443
YKL053C,YLR193C,20657548
YAL005C,YHR141C,19536198
YJL138C,YOR369C,31062022
YAL005C,YOR076C,19536198
YAL007C,YDR127W,11805826
YJL109C,YLR222C,12150911
YDL033C,YLR259C,19536198
YDR201W,YPL074W,22875988
YER006W,YLR074C,16429126
YGR192C,YOR147W,22940862
YOR174W,YOR369C,31062022
YFR001W,YMR242C,16429126
YHR007C,YMR128W,29263326
YFR004W,YHR200W,16284124
YPL122C,YPR056W,21876155
YDR356W,YLR212C,30222109
YER133W,YKL193C,9584086
YBR198C,YDL194W,21734642
YCR034W,YOL020W,16093310
YDR167W,YGR274C,19731963
YNL002C,YNL182C,23945946
YLR229C,YPL242C,9679143
YER093C,YOL078W,26028537
YJL179W,YKL009W,19536198
YDL132W,YML088W,22815701
YGL091C,YKR071C,20802492
YDL203C,YER125W,15955809
YAR003W,YBR175W,22147691
YBL072C,YNL112W,31062022
YDR337W,YJR113C,16554755
YDL143W,YDL156W,11805837
YJL124C,YNL118C,16554755
YKR008W,YLR357W,14759368
YDR383C,YLR315W,17634282
YDL229W,YJL106W,19536198
YER118C,YGR295C,16093310
YBR160W,YER032W,31101497
YDR285W,YKL079W,22875988
YDL195W,YGR058W,22792405
YBR181C,YOL010W,31062022
YBR109C,YLR259C,11805837
YDR432W,YIL133C,27580715
YDR190C,YER164W,26831523
YNL209W,YOR201C,23332755
YFR001W,YMR049C,16429126
YGL031C,YNR051C,20508643
YJR053W,YML064C,11101520
YLR319C,YLR319C,23161908
YGR082W,YNR017W,25008211
YFL039C,YMR109W,16429126
YLR008C,YLR008C,16105940
YMR022W,YNR046W,14690591
YIR033W,YLL024C,19536198
YLR200W,YLR206W,22875988
YEL030W,YNL136W,19536198
YCL010C,YMR223W,24307402
YFR004W,YFR010W,16429126
YGR130C,YHR186C,22875988
YER151C,YPR035W,20508643
YAL002W,YPL045W,23417307
YDL126C,YER087C,31201345
YIL133C,YLR441C,27580715
YLR295C,YMR022W,14690591
YGL180W,YOL082W,24968893
YFR004W,YOL058W,18757749
YOR096W,YPL139C,31062022
YER118C,YNL152W,22623719
YDL225W,YPL235W,11805837
YHR201C,YNL209W,23332755
YER136W,YIR009W,11283351
YDR080W,YLR148W,27428774
YHR064C,YIL094C,19536198
YLR075W,YPR181C,16429126
YNL007C,YPL240C,31399574
YCL009C,YMR108W,11463345
YML012W,YML055W,16554755
YBL076C,YLR060W,16554755
YBR082C,YER068W,16554755
YKL001C,YPL106C,19536198
YBR079C,YGL123W,31689955
YDL077C,YKL173W,25026036
YAL054C,YMR186W,31399574
YGL123W,YHR088W,31062022
YBR192W,YER154W,32877643
YHR007C,YJL109C,29263326
YCR077C,YER151C,20508643
YGR090W,YJL098W,16554755
YKL152C,YOR096W,31062022
YDL229W,YGR277C,19536198
YAL041W,YBR200W,31411940
YDL149W,YJL178C,23904270
YDR170C,YIL109C,11208097
YHR005C,YMR203W,22918950
YCL039W,YLR044C,11805837
YHL031C,YLR378C,30682149
YIL031W,YMR128W,23712011
YDL030W,YMR213W,11884590
YEL042W,YIR038C,18719252
YGR214W,YJR063W,31062022
YBR049C,YPR152C,21386897
YCR038C,YDR532C,11283351
YBR060C,YBR060C,17880717
YBR055C,YPL178W,24500206
YLR442C,YLR442C,11689698
YOR197W,YPL240C,20624963
YHR200W,YOR046C,18757749
YHR030C,YHR030C,17397108
YER120W,YPL154C,23237950
YDR271C,YMR047C,11283351
YGR284C,YML031W,18467557
YKR014C,YLR026C,16107716
YER110C,YNL323W,11805837
YER031C,YGR098C,25822502
YKL037W,YML058W,16554755
YDR217C,YKL152C,11805837
YLR330W,YMR237W,16554755
YER112W,YER172C,25670679
YBR138C,YBR160W,16319894
YML010W,YNL102W,31006804
YGR198W,YOR346W,14690591
YFL014W,YNL299W,19536198
YML112W,YPL235W,11805837
YIL142W,YLR105C,11805837
YDL192W,YLR330W,23000721
YEL018W,YJL081C,16554755
YBR247C,YGL076C,29925570
YAR007C,YPL240C,11805837
YDR181C,YPL106C,19536198
YDR253C,YJR060W,18308733
YBR142W,YPL093W,30568249
YMR213W,YPL213W,29146870
YLL008W,YLR320W,26849847
YER026C,YMR215W,16093310
YDL077C,YOL097C,25026036
YBR009C,YOL012C,16299513
YCR084C,YNL236W,11470794
YJR076C,YKL101W,14527412
YBL074C,YDL229W,19536198
YER025W,YPL237W,20805354
YDL190C,YJR045C,19536198
YIL136W,YKR016W,21987634
