PROTEIN_U,PROTEIN_V,PUBMED
YHR204W,YNL312W,16554755
YBR202W,YDR052C,19692334
YAL005C,YML001W,19536198
YHR165C,YLR116W,9150140
YDR295C,YPR179C,16554755
YJL034W,YOL146W,19536198
YDR087C,YOR063W,11158312
YDL140C,YOL005C,23418395
YHR064C,YKL155C,19536198
YDL140C,YGR214W,33226341
YDR388W,YOL040C,31062022
YBR160W,YLR079W,20489023
YDR099W,YDR129C,11805837
YGL086W,YPL240C,19536198
YHR052W,YNR053C,27390266
YKL180W,YOL127W,31062022
YLR133W,YMR139W,11805837
YOL127W,YOR204W,31062022
YBR160W,YMR012W,11805837
YLR438C,YOR159C,9528767
YBL075C,YMR239C,19536198
YBL078C,YOL082W,19619494
YBR017C,YLR426W,16554755
YGL198W,YKR014C,11943201
YER022W,YOL135C,11805826
YML010W,YPR041W,11805826
YER133W,YER158C,14660704
YER133W,YHR010W,11841235
YNL037C,YOL082W,11283351
YBR127C,YDR202C,11283612
YFL018C,YMR106C,11805837
YMR033W,YOR096W,31062022
YDL020C,YPR175W,16554755
YJL058C,YNL209W,29170376
YBR054W,YOR040W,11283351
YDL014W,YPL178W,21558325
YML051W,YPL047W,18719252
YDR388W,YKR001C,22082017
YJR074W,YNL049C,30249596
YGR005C,YKR062W,22751016
YLL045C,YPL146C,29176610
YER110C,YNL122C,16554755
YIL144W,YPL209C,31919192
YDR394W,YNL290W,11805837
YDR381W,YHR121W,25073155
YGL025C,YGR104C,16429126
YBR034C,YHR099W,23706744
YBR154C,YHL007C,16319894
YKL186C,YOR098C,23212245
YMR190C,YPL024W,15899853
YBR060C,YIL131C,28265091
YDL229W,YGL179C,19536198
YJL052W,YNL244C,11805837
YIL031W,YOL086C,28487408
YKL009W,YMR230W,19789271
YLR342W,YPR049C,23904270
YDL171C,YDR225W,22199229
YAL005C,YPR190C,28096404
YGR010W,YMR186W,31399574
YAL003W,YKL081W,11805826
YBR097W,YIL004C,23904270
YHR160C,YIL160C,12167700
YER165W,YNR051C,20508643
YMR237W,YPL240C,31399574
YDR003W,YER125W,17551511
YDR075W,YDR212W,11805837
YGL049C,YLR344W,31062022
YAL005C,YPL007C,19536198
YCR093W,YPL235W,11805826
YJL179W,YLR244C,19536198
YAL005C,YMR073C,19536198
YDR427W,YEL037C,12051757
YDR427W,YFR010W,11805826
YJL072C,YPR175W,31728581
YAL005C,YGR209C,19536198
YJL095W,YLR196W,20489023
YDL229W,YLR377C,19536198
YIR006C,YML057W,24930733
YGL207W,YOR061W,14759368
YKR026C,YOL040C,31062022
YAL005C,YLR209C,19536198
YDL208W,YLR449W,28183979
YGR156W,YNL317W,12819204
YBR181C,YNL132W,31062022
YBR289W,YPR034W,28249159
YJL080C,YOR198C,15356294
YNL121C,YNL121C,15651008
YER087C,YPR028W,31201345
YDL058W,YML104C,22875988
YMR186W,YOR007C,31399574
YBR093C,YCL043C,20489023
YER136W,YML001W,18467557
YHR196W,YLR003C,16429126
YGR218W,YIL045W,26673895
YDR176W,YOR023C,10490601
YLR378C,YPR032W,30682149
YDR228C,YPL254W,14690591
YGR084C,YPL164C,33199619
YGL122C,YOR257W,33137177
YFL002C,YGL120C,21825077
YBR065C,YPR101W,11884590
YDL007W,YNL007C,33326013
YBR010W,YDL140C,22922743
YJR072C,YOR151C,23324351
YML069W,YNL209W,19536198
YDL229W,YIL044C,19536198
YGL207W,YHR200W,18757749
YGL137W,YMR116C,31062022
YDR175C,YML065W,20595233
YBL003C,YKR048C,16429126
YBL067C,YLR355C,22902402
YGR132C,YOR257W,30251372
YDR264C,YIL048W,22615397
YGL151W,YOL135C,16554755
YBR136W,YDR097C,11805826
YER095W,YGL163C,24339919
YFR044C,YPR190C,28096404
YER172C,YER172C,14759368
YDR450W,YPR034W,31062022
YBR059C,YPL106C,16319894
YJL014W,YKR038C,19536198
YDL156W,YGL135W,16554755
YNL288W,YPR072W,17513889
YDL077C,YMR246W,25026036
YEL034W,YNR051C,20508643
YKL022C,YLR102C,16275330
YAL036C,YNR022C,11283351
YDL075W,YML056C,31062022
YIL133C,YML072C,27580715
YDR168W,YFL029C,24452458
YDR369C,YMR224C,8756642
YIL133C,YPR041W,16429126
YER008C,YJL085W,16429126
YDR175C,YOR001W,28539363
YGR282C,YOR001W,28539363
YKL009W,YLR074C,23045392
YLL024C,YPL003W,19536198
YDL229W,YHR069C,19536198
YAR027W,YGR284C,18719252
YOR106W,YPR029C,34688652
YLR074C,YMR116C,31062022
YBR195C,YDL229W,19536198
YDR194C,YDR450W,31062022
YOR369C,YPL131W,31062022
YBR279W,YDR138W,9891041
YCR031C,YNL207W,21283762
YAR003W,YNL209W,23332755
YDR214W,YMR179W,25228766
YDR398W,YML093W,29925570
YDR407C,YMR218C,20375281
YER125W,YOR322C,29130884
YER172C,YGR074W,10449419
YBR136W,YER092W,26798134
YAR018C,YLR190W,22875988
YGL060W,YML007W,15075262
YLR181C,YPR173C,18266866
YFR028C,YOR259C,29738528
YAL005C,YHR034C,19536198
YDL145C,YNL287W,11805837
YLL024C,YML025C,19536198
YDL209C,YER029C,11884590
YDR171W,YPL129W,19536198
YLR017W,YPR017C,18719252
YAL005C,YKL195W,22940862
YBR154C,YOR340C,18160037
YDR225W,YOL012C,16299513
YAL005C,YLR367W,19536198
YDL153C,YPR190C,28096404
YJR045C,YOR090C,25792736
YDL145C,YPL219W,16554755
YEL043W,YPL106C,19536198
YLR110C,YPL106C,19536198
YAL015C,YDL229W,19536198
YBR205W,YFR024C,11743162
YFR004W,YML022W,20170199
YBL027W,YCR031C,31062022
YJL052W,YOR269W,11805837
YCR020C,YJR022W,10900456
YKL156W,YPR016C,31062022
Q0045,YNR017W,22613836
YPR048W,YPR070W,10688190
YCR093W,YNR052C,12215412
YDR450W,YHR200W,18757749
YAL005C,YCL009C,26217697
YER125W,YOR138C,26508657
YDR176W,YLR055C,12446794
YNL306W,YOL121C,31062022
YJR045C,YNL002C,23945946
YBR207W,YDR264C,28183979
YLR362W,YNL229C,18467557
YDR457W,YMR307W,27552055
YGL130W,YPL228W,20826334
YMR203W,YOR197W,30675380
YDL126C,YGR048W,22940862
YDR485C,YLL024C,19536198
YLL024C,YNL102W,19536198
YDL064W,YLR270W,23712011
YBR202W,YMR048W,15755447
YCL059C,YKL156W,31062022
YER180C,YPR054W,32423992
YDL145C,YFR004W,18757749
YNL135C,YPL049C,18719252
YMR140W,YMR216C,21460040
YKL156W,YLR219W,31062022
YNL136W,YOR244W,29559617
YDL028C,YIR010W,20489023
YDR101C,YNR053C,27775710
YLR006C,YNR031C,16554755
YOR224C,YPR093C,26787877
YOL139C,YOR276W,9118949
YDL077C,YER056C,25026036
YNL189W,YPL240C,15766533
YFL037W,YPL235W,16429126
YDL019C,YHR114W,19841731
YJL173C,YNL312W,18719252
YBR173C,YKL206C,25812915
YDR394W,YDR427W,11805837
YKL171W,YKL203C,20489023
YHR067W,YKL012W,16606443
YDR363W,YOR261C,15117943
YBL039C,YHR027C,16429126
YDR507C,YHR088W,21460040
YER100W,YIL030C,32588820
YER164W,YGL019W,14759368
YFR052W,YGR135W,15687504
YNL087W,YOR276W,29775579
YMR108W,YNL007C,33326013
YAL015C,YJR045C,11805837
YAL005C,YDR370C,19536198
YMR167W,YPL164C,9770499
YJL008C,YOL040C,31062022
YBL021C,YGL237C,16278450
YDR225W,YOR058C,22199229
YKL049C,YML085C,21070971
YHR143W,YOR224C,21048197
YBR081C,YMR223W,15657441
YJL190C,YNL252C,31062022
YKR006C,YOL027C,16476776
YDL229W,YJR112W,19536198
YDL200C,YMR205C,11805837
YDL054C,YPL106C,19536198
YAL035W,YLR344W,31062022
YGR104C,YNR010W,22693636
YBR052C,YDL123W,28183979
YGL106W,YOR326W,16554755
YBR090C,YER158C,11283351
YLR347C,YNL189W,19098896
YKL060C,YOR174W,11805837
YDR301W,YEL030W,19536198
YGR214W,YNL113W,31062022
YGL008C,YNR051C,20508643
YDR192C,YLR131C,11027275
YHR011W,YOL028C,22875988
YER025W,YFR004W,18757749
YJL168C,YJL190C,31062022
YFL025C,YGL053W,16093310
YGR245C,YHR010W,16429126
YNL102W,YPR019W,19661920
YDL029W,YEL037C,16554755
YFL024C,YNL107W,16554755
YHR183W,YNL265C,28183979
YNL064C,YOL131W,19536198
YGL190C,YNL157W,23273919
YGR104C,YOR174W,16962561
YER021W,YNL004W,16554755
YGR256W,YPL126W,11805837
YHR119W,YOL145C,12667454
YLR384C,YLR384C,22343726
YJL109C,YOR078W,12150911
YDR013W,YJL072C,12730134
YNL262W,YOL115W,12665575
YGL112C,YPL011C,12052880
YJL008C,YLR055C,21734642
YGR084C,YPL013C,16429126
YDL132W,YJR090C,9499404
YBR010W,YGL126W,33033181
YJR033C,YOR270C,24307682
YDR280W,YOR001W,19046973
YJL129C,YML016C,16166647
YBR279W,YOL145C,18469135
YDL229W,YPR047W,19536198
YDR381W,YIL035C,11805837
YBL072C,YCL059C,29263326
YFL002C,YHR088W,16429126
YHR141C,YML024W,31062022
YBR088C,YLR035C,8858149
YBL075C,YPL158C,19536198
YDR432W,YKL074C,22287628
YIL022W,YNR017W,15878866
YCR031C,YDR251W,31062022
YBL072C,YDR120C,31062022
YDR324C,YPR190C,28096404
YFR037C,YMR033W,16554755
YJR045C,YMR029C,25792736
YKL078W,YNL186W,22902402
YBR010W,YOR018W,22199229
YMR139W,YOR294W,25035982
YDR414C,YFL041W,16093310
YBR072W,YPL226W,19536198
YLR175W,YMR080C,30275269
YAR018C,YLR399C,22875988
YGL123W,YNL002C,23945946
YLR096W,YNR064C,21460040
YBR272C,YOR259C,19446323
YKL022C,YNL172W,23751495
YNL090W,YPL161C,11489916
YFR028C,YPR183W,11805837
YDR279W,YFL029C,11283351
YDL192W,YGR130C,11283351
YBR082C,YDL008W,15797379
YBR136W,YOR141C,26798134
YGR048W,YKL156W,12847084
YKL080W,YMR186W,31399574
YMR293C,YOR299W,14690591
YCR072C,YER126C,25404745
YDL140C,YLR384C,10777588
YIL046W,YLR082C,14690591
YER012W,YOL038W,18435761
YHR061C,YPL106C,19536198
YBR009C,YDR362C,30593915
YNL262W,YPR175W,31765407
YKR072C,YMR022W,14690591
YDL077C,YDL188C,25026036
YMR116C,YMR242C,31062022
YBL016W,YDR103W,10593609
YOR009W,YPL106C,19536198
YLR384C,YPL086C,10777588
YDL126C,YJL019W,30417519
YFR004W,YGR253C,16284124
YGL106W,YOR326W,9700160
YKR081C,YNR053C,16429126
YCR093W,YNR052C,19107399
YHR165C,YMR125W,16429126
YBR200W,YGL233W,15647373
YCL059C,YMR049C,29263326
YFL009W,YLR079W,20194622
YCR072C,YFL002C,30568249
YCR046C,YGR214W,31062022
YCR021C,YLR454W,18467557
YEL036C,YPL050C,16429126
YGR098C,YHR098C,25822502
YDL149W,YNL298W,16319894
YBL039C,YBR017C,11805837
YJL190C,YKL139W,31062022
YBR261C,YNL239W,18719252
YCR093W,YKL068W,29033133
YLL039C,YNL243W,34821552
YCR084C,YGR083C,11805837
YJL001W,YPR103W,10688190
YMR188C,YNL178W,31062022
YHR007C,YNL159C,25236469
YLR216C,YPL240C,26804907
YER151C,YLR367W,20508643
YCR057C,YOR310C,16429126
YHL034C,YLR344W,31062022
YLR181C,YLR181C,20696398
YBR127C,YGR155W,16554755
YML074C,YOL040C,31062022
YOL126C,YPL240C,19536198
YHR071W,YPL031C,14681455
YGR220C,YLR189C,16429126
YHR200W,YKL152C,18757749
YHR135C,YNL186W,16319894
YHL015W,YJL168C,31062022
YER164W,YGL207W,33846633
YER025W,YPL237W,12137565
YGL055W,YJR010C,16554755
YGL190C,YOR349W,11805826
YER165W,YIL021W,28043953
YJR002W,YML093W,12068309
YBL106C,YGR172C,11489916
YDR172W,YLL026W,21423194
YGL126W,YGR175C,33033181
YDL077C,YMR142C,25026036
YKL143W,YNL178W,25213169
YKL182W,YMR128W,29263326
YDR087C,YGR103W,15100437
YHR027C,YIL075C,16554755
YBR234C,YOR181W,18467557
YEL061C,YNL064C,19536198
YDR064W,YER165W,31062022
YGL105W,YKL171W,16319894
YLR061W,YOL121C,31062022
YGL126W,YOR153W,33033181
YBL002W,YKL049C,22199229
YGR270W,YJL110C,22875988
YDR140W,YEL046C,33166396
YDR176W,YGR252W,7862114
YBL017C,YDR432W,16429126
YBR010W,YLR399C,34056863
YBL099W,YGL131C,11805837
YDL135C,YDR320C,19536198
YIL126W,YLR455W,25473596
YHL034C,YKL188C,23831759
YLL040C,YLR233C,26365526
YKL079W,YPR049C,19591838
YGL094C,YKL025C,8816488
YHR086W,YLR175W,21558325
YBL016W,YJL157C,11525741
YDL031W,YFR001W,16429126
YCL028W,YPL020C,23712011
YDR034C,YGL181W,11283351
YFR016C,YLL024C,19536198
YFR004W,YJL167W,16284124
YKR063C,YMR049C,22083961
YDR382W,YLR293C,34646016
YDL148C,YGL123W,31062022
YOR096W,YPL016W,31062022
YBR160W,YPL256C,8756727
YDR450W,YOR117W,18757749
YGR103W,YLR320W,26849847
YER148W,YPR072W,10880468
YDL229W,YMR114C,19536198
YDL077C,YOR089C,21325627
YLR320W,YMR033W,26849847
YGL137W,YLL024C,19536198
YLR441C,YPR023C,31062022
YIL129C,YLL024C,19536198
YGR167W,YOL100W,21460040
YJL179W,YLR027C,19536198
YDL088C,YER107C,18046405
YDR064W,YFR037C,31062022
YDL225W,YJR076C,16207085
YCR046C,YML065W,20595233
YLL026W,YNL121C,27373154
YBR010W,YMR270C,22199229
YDR377W,YJR121W,9867807
YAL016W,YML109W,18762578
YDL138W,YJR097W,19536198
YDL101C,YOR332W,11805837
YER087C,YOR085W,16096345
YDR116C,YNR022C,32877643
YBR160W,YER120W,8421781
YEL050C,YKL156W,31062022
YJL089W,YNL002C,24129494
YDR385W,YMR116C,11805837
YGR250C,YMR032W,11283351
YDL059C,YKL035W,11805837
YBL050W,YLR026C,17522384
YGL076C,YGR103W,16429126
YHR170W,YLR074C,23212245
YAL053W,YLR330W,18467557
YBR211C,YLR315W,16554755
YIL070C,YLL024C,19536198
YNL227C,YNR054C,19536198
YGL112C,YPL129W,12052880
YOL021C,YOR001W,14759368
YFL026W,YFL026W,33268889
YAL017W,YOR119C,30011030
YLR071C,YOR174W,16429126
YIL038C,YKR083C,22875988
YBR106W,YNR019W,16093310
YDR449C,YJL069C,11805826
YIL022W,YOR232W,7935837
YDR171W,YOR124C,19536198
YDR303C,YMR091C,16554755
YHL048W,YKL008C,16093310
YCR031C,YER025W,31062022
YGR113W,YKL049C,12925767
YBL016W,YEL032W,16319894
YDR006C,YGR285C,16554755
YIL021W,YPL028W,34543624
YMR061W,YOR250C,22216186
YDL140C,YJL168C,12381723
YDR420W,YOR153W,11957110
YKL033W,YLL026W,19536198
YGL086W,YJL030W,16554755
YDL059C,YER052C,11805837
YER149C,YLR330W,15020407
YFL037W,YGL123W,31062022
YDR450W,YPR019W,31062022
YDR140W,YHR170W,33166396
YBR095C,YOL004W,16286008
YBL003C,YPR008W,16554755
YBL068W,YOL061W,30649305
YDL229W,YNL311C,19536198
YGR264C,YJL014W,19536198
YBL084C,YKL022C,9469814
YGL048C,YGR232W,16554755
YFL037W,YLR045C,25097237
YHR179W,YPL150W,11805837
YER087C,YGL084C,31201345
YJL187C,YLR350W,16319894
YDR097C,YNL064C,19536198
YJR112W,YNL250W,22875988
YGL150C,YOR189W,16554755
YDL132W,YGL249W,10688190
YJL187C,YPR119W,20489023
YIR012W,YOR181W,11805837
YGL137W,YJL109C,29263326
YLR293C,YPL127C,34646016
YJR138W,YML121W,23716719
YBR009C,YML102W,23034810
YER018C,YHR206W,17634282
YDR064W,YLL008W,31062022
YBR106W,YHR007C,18467557
YDR190C,YGL123W,26831523
YJL069C,YLR409C,24466140
YIL076W,YNL287W,10921873
YAL005C,YAR027W,22940862
YDL004W,YPL160W,16554755
YBR247C,YGR214W,29263326
YEL009C,YNL209W,30039896
YGR124W,YJL008C,19536198
YLR039C,YNL007C,19536198
YBR270C,YIL046W,10688190
YBL075C,YNL186W,19536198
YBR055C,YBR121C,11805837
YKL152C,YKR081C,21926967
YEL018W,YPR023C,16554755
YER157W,YPR105C,12011112
YGL025C,YLR423C,22875988
YDR450W,YLR249W,31062022
YDL132W,YFL009W,9461595
YDR208W,YNL064C,19536198
YLR033W,YLR357W,14759368
YGR204W,YGR252W,14660704
YDR514C,YHL015W,31062022
YJR063W,YNL154C,16319894
YBR217W,YOL083W,30810528
YBL002W,YNL002C,23945946
YBR152W,YMR240C,11805826
YDR240C,YDR432W,28392442
YNL064C,YPR116W,19536198
YJL014W,YOR138C,19536198
YKL173W,YPL213W,16618970
YEL061C,YOL038W,16554755
YCL011C,YML112W,33431688
YLR293C,YLR347C,11509570
YLL026W,YOL040C,31062022
YFL045C,YOL040C,31062022
YBL002W,YMR214W,19536198
YDR155C,YNL118C,24569876
YGL251C,YMR216C,33823531
YBR101C,YJL117W,11283351
YBR198C,YDR448W,9674426
YAL012W,YNL209W,23332755
YDL042C,YJL076W,26951198
YDR005C,YOR116C,16762835
YBR118W,YCL039W,25172955
YER110C,YOL127W,9321403
YGL180W,YLR423C,18287526
YGL195W,YNL178W,31062022
YLR249W,YNL307C,16319894
YFL024C,YNL107W,15045029
YGR195W,YNR024W,18591258
YDR176W,YPL047W,16554755
YKL010C,YKL010C,32366662
YBL102W,YHR027C,18757749
YBR160W,YFL029C,10793138
YDL077C,YGR184C,29870720
YDL235C,YHR206W,19820714
YBR181C,YLR116W,31062022
YEL030W,YJL138C,16554755
YDR101C,YGL099W,17803941
YIL021W,YLR448W,28043953
YGR251W,YJL109C,29263326
YIL144W,YOL069W,11283351
YBR106W,YDR510W,15590687
YAR007C,YJR074W,25719602
YLR153C,YPR074C,16554755
YAL023C,YML029W,21147851
YKR086W,YNR051C,20089683
YFL016C,YFR019W,19536198
YDR404C,YIL021W,16429126
YAR007C,YDR140W,33166396
YGR264C,YOR254C,19536198
YMR203W,YNL131W,18706915
YDL229W,YER035W,19536198
YER025W,YER043C,11805837
YDL108W,YLR113W,12743037
YDR477W,YGL208W,15719021
YER013W,YLR117C,20089683
YOR254C,YPL094C,31195072
YFR004W,YLL024C,19536198
YGR094W,YMR186W,19536198
YLR277C,YNL222W,12704082
YGR116W,YLR113W,29155810
YBL045C,YER004W,22342701
YLL022C,YMR214W,19536198
YIL031W,YNL301C,23403034
YBL002W,YDR439W,18997772
YGR214W,YHR121W,31062022
YKL156W,YNL189W,31062022
YBR247C,YER131W,30201955
YGL229C,YJL030W,10688190
YDR190C,YOL012C,14645854
YER164W,YLR320W,26849847
YNL253W,YOR119C,30011030
YGL008C,YNL209W,19536198
YER165W,YPL178W,16429126
YJL008C,YLR249W,19536198
YLR203C,YPL019C,11283351
YDR489W,YOL146W,19661920
YAL005C,YLR298C,19536198
YDL002C,YFL013C,24034245
YLR417W,YLR417W,22940862
YDR457W,YOR326W,16554755
YGL238W,YNL189W,32734712
YOL012C,YPL240C,15766533
YGR070W,YPL106C,19536198
YIL033C,YPL149W,18719252
YMR309C,YNL244C,9660829
YML103C,YMR047C,12496130
YEL015W,YEL015W,10900456
YML046W,YNL016W,32857852
YFR004W,YIL078W,16284124
YCL033C,YKL103C,18719252
YGR095C,YGR195W,24336220
YDL031W,YNL061W,16429126
YEL056W,YLL022C,17880717
YBR247C,YOL121C,29263326
YBL023C,YLR249W,25172955
YCR077C,YGL121C,11805837
YBL030C,YML092C,32868373
YGL048C,YKL145W,19412160
YJR091C,YMR160W,11283351
YDL059C,YPL061W,11805837
YDL160C,YNL147W,26392412
YBR198C,YBR198C,9844640
YDL159W,YDR103W,10481914
YDR359C,YFL039C,18212056
YCR072C,YGR103W,23874617
YBR081C,YDR171W,21734642
YDR388W,YPR055W,10992286
YIL149C,YKL152C,24152732
YGR254W,YKR095W,24152732
YHR141C,YLL024C,19536198
YJL033W,YMR128W,29263326
YJL162C,YLR197W,16554755
YNL175C,YPL093W,16429126
YPL078C,YPL271W,9867807
YDR450W,YPL259C,31062022
YGL135W,YGR245C,16429126
YKL009W,YNL110C,19797079
YMR128W,YMR290C,29263326
YJL008C,YKL035W,19536198
YDL147W,YHR200W,17499717
YDL208W,YGR103W,16554755
YML009C,YOL027C,20427570
YBL004W,YNL132W,21724601
YFR004W,YGL004C,11805837
YLR288C,YOR326W,16554755
YJL179W,YOL078W,19536198
YAL005C,YJR140C,19536198
YJL176C,YPL129W,28249159
YBR112C,YKL038W,12220226
YBR097W,YDR388W,16554755
YER048C,YNL215W,19536198
YDR244W,YKL197C,30097517
YDR469W,YLR015W,17392337
YBL023C,YBL035C,28510759
YBR020W,YDR477W,11805837
YGL122C,YNL139C,19840948
YBR160W,YDL155W,25378463
YGL135W,YNL209W,23332755
YGL130W,YPL228W,11805826
YDR206W,YPR106W,20489023
YPL078C,YPR020W,9867807
YER111C,YLR182W,2649246
YIR010W,YML073C,21107429
YDR496C,YNL209W,19536198
YDL209C,YPL213W,21558325
YGR253C,YML092C,22940862
YKL113C,YML061C,20628185
YGR086C,YGR130C,19269952
YMR078C,YPR175W,26987677
YBR142W,YKL014C,30568249
YER075C,YER177W,11805837
YNL027W,YPL204W,16319894
YHR008C,YHR008C,22102021
YEL046C,YNL209W,19536198
YFL002C,YGR103W,30568249
YER013W,YJR074W,30249596
YER143W,YNR024W,16554755
YOR174W,YPL129W,12052880
YBR009C,YMR309C,22199229
YBR080C,YLL026W,27373154
YFR016C,YLL050C,11805837
YBL105C,YOR231W,8757399
YLR197W,YMR116C,31062022
YFR053C,YHR188C,11805837
YER172C,YFL017W,10377396
YAL047C,YHR158C,22875988
YBR087W,YCR031C,31062022
YDL065C,YMR163C,11283351
YER151C,YNL178W,31062022
YDR364C,YPL178W,14759368
YBL023C,YDR224C,23499444
YFR053C,YGR123C,11805837
YDL188C,YOR014W,16429126
YBR136W,YIR009W,9207794
YCL018W,YJR022W,11805837
YER148W,YOR194C,8754846
YGR145W,YLR320W,26849847
YMR128W,YNL232W,33326748
YGR162W,YGR214W,31062022
YJR123W,YPR190C,28096404
YHR135C,YJR121W,11805837
YGR275W,YPL249C,14660704
YBL035C,YNL102W,16429126
YGL111W,YHR052W,18559667
YDR110W,YKR010C,26951198
YKR081C,YLR340W,17938242
YER036C,YOR063W,16429126
YHR140W,YJL196C,16093310
YER068W,YIL137C,27580715
YDL077C,YHR121W,25026036
YIL111W,YML129C,21068384
YER143W,YLR167W,16007098
YJL127C,YOR330C,25228766
YDR001C,YDR099W,17916074
YCR088W,YOR231W,21118957
YDL156W,YFR038W,22199229
YKL204W,YLR048W,25973932
YDR510W,YOR270C,23403034
YDR177W,YLL039C,18662542
YLL024C,YNL068C,19536198
YLR460C,YPL031C,16319894
YGR245C,YPL081W,31062022
YJR121W,YPR020W,9867807
YDR533C,YOR089C,19536198
YGR095C,YOR001W,28539363
YHL015W,YLR293C,31062022
YDR468C,YMR197C,9427746
YAL005C,YOL139C,26217697
YDR299W,YGR090W,12150911
YMR201C,YOL090W,9826691
YLL023C,YPR028W,16093310
YGR170W,YNL264C,14681455
YER029C,YPL213W,16429126
YBR069C,YLR372W,16093310
YEL030W,YGR130C,19536198
YDL084W,YDL229W,19536198
YJL127C,YOL051W,25228766
YGL225W,YGL225W,10748175
YAL017W,YFR053C,11805837
YHR193C,YPL037C,19087962
YDR362C,YJL014W,30593915
YBL105C,YML109W,20980617
YCL059C,YDL051W,29263326
YDL140C,YGR282C,33226341
YML065W,YPL001W,17880717
YGL180W,YGL180W,21712380
YAL044C,YNL209W,23332755
YDR120C,YJL190C,31062022
YIL065C,YKL060C,30033679
YCL050C,YLR293C,34646016
YBR272C,YOR117W,19412159
YGL137W,YNL007C,19536198
YGR252W,YPL011C,21734642
YHR134W,YLR430W,26349035
YHR169W,YLR249W,16429126
YBR010W,YDR342C,22199229
YNL248C,YOR340C,16554755
YGR081C,YIL149C,24500206
YDL077C,YGR250C,25026036
YGR085C,YGR218W,26673895
YGR162W,YNL075W,26777405
YBR081C,YGL112C,19731963
YKL166C,YMR165C,31645435
YJL179W,YML041C,19536198
YAR018C,YBL103C,22875988
YLR103C,YPR019W,30595439
YDR172W,YLR249W,28369054
YJL129C,YLL024C,19536198
YEL053C,YNL183C,21460040
YGR120C,YHL004W,18719252
YJL187C,YPR082C,18719252
YCL029C,YJR076C,22875988
YBL050W,YGL098W,12893879
YCL059C,YNL178W,29263326
YBR072W,YJL157C,19536198
YDL043C,YER029C,34349264
YBR247C,YOR063W,29925570
YBL075C,YLR096W,19536198
YBL007C,YLR435W,16554755
YHR118C,YNL261W,16554755
YAL005C,YOR187W,19536198
YIL106W,YNL131W,30463002
YDL239C,YDR176W,22875988
YCL028W,YLR071C,19026788
YFL023W,YPR010C,23459708
YDR346C,YGL019W,18265947
YCR009C,YDL156W,22199229
YBR160W,YLR079W,25619768
YDL147W,YDR363W,21289098
YBR283C,YHR200W,18757749
YER125W,YKL212W,26508657
YAL005C,YMR192W,19536198
YMR117C,YOR358W,17634282
YAL005C,YGR270W,19536198
YLL036C,YMR213W,29146870
YDL055C,YLR180W,16429126
YDR280W,YGR195W,18314965
YDL070W,YHR082C,16319894
YEL027W,YEL027W,18307317
YIR010W,YJR112W,14602074
YGL135W,YKR048C,16554755
YDR237W,YGL122C,33137177
YDR450W,YNL224C,31062022
YGL121C,YMR048W,16554755
YBR181C,YLR384C,31062022
YML008C,YNL131W,21748599
YIL115C,YIL149C,24500206
YHR143W,YOR341W,16554755
YLR243W,YLR320W,26849847
YBR031W,YGL111W,18559667
YBR119W,YDR240C,21558325
YAL005C,YBL075C,15082786
YHR066W,YOR063W,23142978
YMR078C,YOL094C,11287619
YDR009W,YML051W,9111326
YDR309C,YMR055C,14690591
YDR496C,YPR102C,31115337
YIR009W,YKL173W,9207794
YJL019W,YKR016W,30417519
YGR103W,YNL061W,23268442
YKR062W,YOL051W,17919657
YJL035C,YNL209W,23332755
YCR030C,YDL225W,18467557
YDR190C,YKL060C,26831523
YEL030W,YPL256C,11805837
YGL044C,YKR002W,32009536
YJR110W,YOR206W,20489023
YMR229C,YPL248C,27611834
YBR018C,YDL047W,11805837
YPL253C,YPR141C,24099757
YDL207W,YML103C,18046405
YJL127C,YLL001W,25228766
YER081W,YGR210C,11283351
YAL047C,YHR172W,25897084
YBR200W,YDR103W,7502048
YDR145W,YIR021W,12052880
YHR134W,YLR148W,26349035
YDR190C,YJL177W,26831523
YLR106C,YNL084C,22875988
YLR065C,YPL019C,27905431
YBR202W,YLR103C,17018296
YBR079C,YGR214W,31062022
YBR225W,YHR082C,16319894
YBR202W,YLR274W,32804080
YDR190C,YDR334W,25964121
YLR113W,YMR172W,23916462
YCL010C,YPL061W,24307402
YDR181C,YMR127C,11731479
YFL022C,YLR320W,26849847
YCL032W,YDR309C,14690591
YNL050C,YOR369C,31062022
YGL201C,YOR157C,16554755
YBL027W,YDL160C,26392412
YNR017W,YPL262W,25124039
YBL040C,YEL063C,16093310
YFR007W,YNL209W,23332755
YDL047W,YFR040W,19749176
YBL030C,YDR529C,18779372
YDR450W,YOR056C,31062022
YPR049C,YPR049C,31356628
YNL132W,YPL081W,16429126
YFR028C,YMR308C,26022122
YDL229W,YHR094C,22940862
YHR064C,YPL071C,19536198
YDL047W,YLL024C,19536198
YGL173C,YOL115W,32561742
YHL031C,YLR026C,11959998
YFR004W,YKR048C,20170199
YGL111W,YOL040C,31062022
YAL005C,YKR018C,19536198
YPL161C,YPR165W,8754840
YOR327C,YPL232W,21119007
YBR009C,YOL012C,14645854
YOR061W,YOR267C,20489023
YDL213C,YOR276W,25973932
YBL002W,YBR009C,22199229
YDR488C,YOR254C,19536198
YJR082C,YOR244W,16554755
YGR159C,YMR172W,27480106
YCR031C,YOR294W,31062022
YBR080C,YHR027C,18757749
YGL145W,YNL258C,11283351
